id,Price_euros
181,2309.6495768731384
708,1565.836931459616
862,354.18248022609
1064,1495.3976108022862
702,1164.0099894002851
585,1437.2379888803405
195,2677.9364212204546
463,639.2276866079196
14,6523.724467047572
621,1629.4260374237438
1259,1498.7797870893746
551,626.6706433682605
358,411.31770391128566
610,675.3486841250481
880,465.632239837229
655,1098.206941182695
630,520.4925978284821
483,1492.9921673756276
115,1391.340298780827
297,1762.1567603777232
1162,2327.1775815003657
666,1342.9118405558995
1278,1424.4472441078058
777,1193.7866672476277
521,1649.857254440439
93,178.96683937773673
260,907.1360654037474
733,443.7538242821772
908,1055.564882654168
797,532.2071943536569
71,1171.9889604946127
60,1066.4619649873985
608,1590.482252013929
82,301.98189653257793
540,644.4910014083096
761,1533.909866446391
473,744.8154555215003
183,617.4145270259444
186,3249.8745578571124
846,939.2346851779384
901,531.8210734296579
912,884.736819141767
27,1363.4057801709093
1127,1867.1443677316804
858,1167.1267861792978
958,1660.0257191782273
771,455.2337093318457
930,3303.072811014904
807,374.42782389614877
618,1569.103516487857
250,1229.802381793207
334,675.9893403963158
180,992.2490568330977
886,456.96415614050966
394,1219.4287696365898
659,602.0629749516181
764,860.8609293788714
428,411.07110035149947
1231,1175.490355975788
865,1206.1462904522296
1286,1359.5662984398357
635,1344.8832958782943
143,795.1225467778602
376,1114.9948394050155
1032,1148.7800864218957
1057,1151.3839021986582
1089,616.6536473618341
87,1808.9248173372841
1072,649.5651513373543
211,2371.403764240552
1003,1063.6967649292076
889,2737.187660406842
1066,1764.403794460159
1225,1160.0615066240368
146,1201.3950105536107
1044,1152.8524673440008
1105,853.0411450739109
59,682.9486535125218
251,1161.405770200022
954,894.8030238715612
948,320.52285938102284
887,1944.3784631891767
369,1354.159162750302
1148,646.1697427096474
1062,1523.3852811334157
1135,1649.2182306267136
1180,2256.1838649816327
620,522.6074678212756
304,2714.067835554687
1048,518.774565347429
157,593.0799882566796
1128,399.5237420450769
714,1206.1462904522296
993,1046.5080811066462
689,2246.5536252889415
443,534.0590220682625
673,1780.526702997368
975,987.5593599951237
391,1115.7077345477317
810,883.6470785469426
32,659.2484155398286
724,419.97195338261577
287,1675.9571537388858
857,1212.162971475931
1087,843.2549951712729
386,1340.6752940344406
649,1183.3943540614603
1247,555.8215875001958
279,1503.9176007425035
1176,1144.5483355267966
1125,1010.9114257940789
286,949.0125463511133
937,285.8454317399721
508,360.4103185185413
88,1072.2880342244218
446,1481.4429360828788
336,794.4846470058999
779,992.1489533808403
224,898.0488787104198
834,1529.26577563887
238,576.3077660310421
582,1278.3716672987723
726,1075.1530101322871
462,1431.4614406541264
863,234.69665430047667
987,1355.141464516698
1118,1760.9537142046909
1151,1964.6195511746032
736,1835.5220660444722
957,962.5589350193729
502,966.8605626720966
811,1099.9158701745762
898,287.7729039812216
802,1502.0337418528309
265,650.7161225192262
1081,472.233998625092
104,303.5752425515934
675,2388.134988516832
1209,1245.8482250805343
1004,632.1701642847357
29,909.3477345179939
432,1955.2077997835597
684,2234.4122334198682
240,1088.2581831577993
237,3290.5589228146946
152,994.7979483625959
725,1056.3019718565133
97,625.5962038439291
1155,1285.9564381804012
746,2764.2431683948134
1143,798.1834534477423
592,696.3625954300117
479,1651.740460662518
1098,686.6982721083584
903,1250.6822940505222
936,1069.6008718179057
539,2869.1905349994668
653,414.14310756850523
310,390.5027768552985
892,1105.4370420677617
338,2706.588779210014
705,584.5592990041464
273,1247.367187342322
758,2767.134721263512
1080,1887.4535088895848
1073,2204.351670711315
480,1399.048841930977
1267,2050.103961700227
545,1340.6752940344406
153,587.5087436090616
573,2403.2773133619594
1150,2670.986107763216
949,2368.6803819325523
160,804.8850731575073
537,2590.129484963648
1102,1480.1703276242013
833,703.5501103625804
513,1259.4949692497398
1202,2546.316583825341
76,1853.9756864431743
514,537.4107925002461
133,2005.8247098140782
1251,528.0082019091021
806,517.5667887825396
1021,808.0855000868871
206,1530.9170533745844
870,1136.8257010894656
179,889.2746291900232
706,573.4510449765125
416,1830.3603934709668
534,1595.595113766906
989,968.4900242181086
316,863.6703618122583
507,2073.6096836361803
817,483.1631781830563
776,1803.649007290457
831,1884.5243330101305
1229,828.7638135304232
295,1496.2392491243456
660,1585.178632622967
612,1004.6434263418521
529,1155.2453102882112
114,780.8172165790127
492,2247.9511735027136
226,1217.5675438440326
695,317.9966887970297
751,370.4596709713803
644,640.7603875763782
1185,835.7782141787109
917,2138.722205529118
527,851.8906369952116
854,634.4312012316636
182,1581.6296996625529
346,1055.1136799173191
90,430.02493952005875
468,1129.2595945348296
1147,705.6170135651639
1061,891.2795540880227
1156,1010.7441111309969
496,622.5912106185904
312,2881.41342295942
822,1074.8727223410144
337,1641.7456239354904
835,479.9129269673447
255,746.6338401114824
364,1489.8579447436455
944,2147.912818064303
1266,834.2919467446534
505,736.4132259751179
350,672.8927590500266
800,704.989415747982
567,1244.5417611870582
1242,1887.6682009665303
905,1181.8447164097172
587,1475.6647657377775
922,760.1813316874518
259,1474.5080727959883
1248,696.1719085178208
641,80.2457928369364
128,523.8347235359001
215,1820.0243755222866
756,600.8557249153484
1054,1003.1204112681736
651,1152.193477558211
86,2099.3189439934367
1037,1236.390750511917
1299,1063.4161872951015
1109,2047.8604640165872
679,634.9680510361743
1099,1641.8615630056784
6,1718.0828096382356
1163,1129.2055064359276
516,1615.2801894652114
1115,1080.6748585851997
977,1858.2817757282644
910,1117.6997590079527
962,333.82324192982423
264,945.9895683827192
83,908.4147580585725
1295,809.0759556961968
158,1222.7305898547886
487,883.8863777434556
765,814.1921883468915
445,620.7292341850032
617,1679.3054750937843
727,1095.5552157212248
108,1676.4948725958495
918,1642.7537087138046
991,1179.9365715709457
81,1557.4478569738114
122,834.4601718835279
383,705.6170135651639
951,1033.5812350781089
75,1372.3976455153681
421,1366.5627829701202
145,158.98612238900455
8,704.4741558623784
175,500.9675664936706
1123,2213.2058881649227
927,586.5237568526002
875,3526.0674079083356
1029,1436.5333465538079
1265,1021.5481084210292
1033,193.3049545157162
663,364.32552912101676
184,395.48289707378524
896,1273.0320363481499
688,294.25384133865214
984,736.6071708038382
