id,Price_euros
181,2457.075993617057
708,898.7618058006797
862,344.3178497371584
1064,1320.9657445740734
702,1230.9308229978237
585,1509.9885968543203
195,1889.218771191881
463,497.8784181770383
14,4785.380620912613
621,1743.0199277831812
1259,1628.0820934711774
551,600.8423051318346
358,493.6484276157749
610,772.2044818281181
880,392.88101733932507
655,1207.020685428612
630,607.099721961918
483,1705.9714666412851
115,1447.5574313897753
297,1634.181323815128
1162,1711.4226264607496
666,1167.05524939201
1278,1829.459234322298
777,1244.1994450111301
521,1878.390344865827
93,455.31464100369885
260,939.4693954806769
733,318.82070809147865
908,1175.065166245359
797,556.562195912604
71,1486.7873924993169
60,1106.36769780155
608,1685.528489111724
82,357.4359932958628
540,555.3132870883558
761,1683.299981501254
473,755.7155818603655
183,604.2889760730242
186,3190.7552156643014
846,726.9418351857514
901,560.5030952295397
912,756.1210811723813
27,1153.929390090011
1127,1991.3600226945396
858,818.227350176737
958,1712.638759762227
771,422.9567022849411
930,3226.023193036999
807,314.2144703457471
618,1829.8943472030255
250,1140.9522386141348
334,701.6715012213433
180,1070.6879990735247
886,335.1306631280341
394,1373.482690548806
659,556.5125534845417
764,1109.5353519989828
428,469.45542664175366
1231,1238.492005907363
865,1198.6619876535428
1286,1478.3508080147526
635,1322.32297372565
143,654.1454957623677
376,1247.6281341667438
1032,1233.3945134247624
1057,1256.5383156785765
1089,615.307163714591
87,2168.878174447394
1072,759.9876663634352
211,2246.75938951976
1003,995.067489334139
889,2957.7045728244734
1066,1817.2452754031488
1225,923.0688709575201
146,1280.3003085469295
1044,1200.5235433880146
1105,781.7869102351589
59,544.7881585744847
251,1035.0416904862886
954,1036.6138761289621
948,228.6466860690372
887,1990.2371865152109
369,1543.4146405516235
1148,656.0944788319182
1062,1411.62212760993
1135,1520.85123193011
1180,2211.574492743258
620,566.579936946327
304,2603.6429127147694
1048,426.0915913219655
157,719.7161650434609
1128,438.8116240386373
714,1198.6619876535428
993,1059.6449584568256
689,2220.0178218424458
443,493.4302636283082
673,1572.4006454636497
975,838.7946723299891
391,1171.3718207565794
810,899.0620420073813
32,572.5626233421658
724,673.8995643995795
287,1643.742066868111
857,1266.64091447792
1087,725.5686864025315
386,1070.966383761816
649,911.9349411350634
1247,854.4103090850491
279,1272.2216365181982
1176,1140.9608308366305
1125,1211.746967746435
286,899.4635874974119
937,290.2607594070747
508,529.4994211402018
88,1094.1165829011761
446,1563.8512945573075
336,802.986127487758
779,940.9624174578
224,966.1166221127868
834,1480.8711044473816
238,574.9648409972829
582,1278.5095496461608
726,1108.0594524539629
462,1310.5302260834014
863,333.17994856177916
987,1535.5832596703735
1118,2009.7931987011589
1151,1677.9198799075916
736,1951.997594511108
957,1029.8032523985808
502,946.9658052979689
811,1121.8731990188855
898,338.60359389769985
802,1645.1900736815085
265,656.930479437298
1081,640.2232723653531
104,353.10106171116996
675,2472.909591618033
1209,1394.4236972051665
1004,561.1415183937503
29,1031.066710400159
432,1901.5404693469175
684,2172.331666594044
240,1094.8130847839875
237,2758.9069545964458
152,1033.9766573629063
725,1129.2994198636559
97,688.7978562386577
1155,1288.9617981728134
746,2376.0640695419243
1143,954.9755319425888
592,670.2914123781463
479,1663.7125013825312
1098,553.3551339220389
903,1253.4961990100583
936,1028.459244177487
539,2271.1325275270337
653,709.8188770648953
310,435.61803823096864
892,1108.5376164097781
338,2506.658821156461
705,617.4882992299847
273,1233.4455907448148
758,2475.160988635399
1080,2089.3556125768246
1073,1891.0069781736806
480,1479.5467437889376
1267,1937.5080063963728
545,1070.966383761816
153,403.83198468492594
573,2257.8771257656535
1150,2340.128890202253
949,2225.7022291142293
160,773.7676921638965
