id,Price_euros
181,2053.0066
708,856.07855
862,331.98627
1064,1472.81
702,1123.4573
585,1165.6935
195,3149.3335
463,489.38513
14,3375.6833
621,1999.5475
1259,1410.6648
551,664.7844
358,319.0554
610,551.94525
880,354.52524
655,1466.1038
630,419.01312
483,1780.442
115,1402.6141
297,1599.5557
1162,1959.9393
666,1594.8385
1278,1825.4448
777,1252.5042
521,1863.6896
93,361.3798
260,1073.2867
733,505.3464
908,1129.2452
797,446.9734
71,1143.9119
60,1259.2501
608,2054.0554
82,429.55188
540,545.4059
761,1514.0061
473,848.2972
183,507.16672
186,3111.4968
846,855.3672
901,746.3684
912,793.6166
27,891.54694
1127,1887.5508
858,902.34607
958,1657.898
771,471.39993
930,3363.9854
807,257.99872
618,1315.3268
250,1099.1737
334,845.3201
180,894.11755
886,371.42572
394,1237.094
659,558.959
764,939.4876
428,256.91983
1231,1442.7275
865,1109.3524
1286,1291.1799
635,1168.041
143,584.8148
376,1147.0917
1032,1313.5995
1057,1428.2886
1089,618.88403
87,2450.601
1072,606.1796
211,2154.558
1003,892.7953
889,3352.9177
1066,1900.3837
1225,1004.44135
146,1120.1322
1044,1227.1528
1105,872.4499
59,435.02673
251,1125.7336
954,1011.6756
948,274.1069
887,1907.1401
369,1556.6245
1148,861.9032
1062,1311.9398
1135,1407.5284
1180,2154.558
620,451.47562
304,1839.3413
1048,507.8066
157,560.5997
1128,416.32812
714,1109.3524
993,1043.0248
689,1975.3164
443,430.02853
673,2087.2898
975,1050.3024
391,1075.7346
810,737.08765
32,451.3317
724,425.93182
287,1528.1079
857,920.4287
1087,837.41516
386,927.0402
649,1032.6548
1247,750.1943
279,1303.181
1176,1398.2235
1125,1188.3264
286,1070.4995
937,383.8894
508,693.29944
88,907.9419
446,1453.5035
336,848.2972
779,1186.6796
224,608.06866
834,1710.2782
238,542.2131
582,1343.8309
726,882.33984
462,1710.2499
863,309.12494
987,1420.0292
1118,2122.436
1151,1727.9609
736,1892.3018
957,1121.2378
502,1161.1403
811,1156.7455
898,322.75165
802,1538.8969
265,710.1511
1081,660.15015
104,396.15033
675,2315.8242
1209,1338.2932
1004,479.97452
29,907.9559
432,2210.409
684,2096.502
240,1026.7115
237,2859.5718
152,1138.0883
725,899.5054
97,468.2926
1155,1644.5566
746,1599.081
1143,816.9785
592,646.5587
479,1468.9535
1098,484.71967
903,1124.1897
936,1067.9692
539,3290.0056
653,545.4411
310,605.05493
892,1023.32764
338,2399.1543
705,613.4764
273,1285.4545
758,2723.0752
1080,2133.6465
1073,2115.0352
480,1420.1335
1267,1990.3195
545,927.0402
153,367.0756
573,2352.6948
1150,2719.7788
949,2599.746
160,707.5339
537,1779.7582
1102,1455.5327
833,917.899
513,1241.3011
1202,3267.0417
76,1921.1829
514,466.34796
133,2099.6123
1251,554.72125
806,419.73404
1021,819.07947
206,1995.4801
870,1337.0306
179,784.7638
706,590.39264
416,2041.3619
534,1452.2485
989,840.3405
316,969.68756
507,1827.1769
817,352.85626
776,1649.8401
831,1927.4536
1229,678.9476
295,1950.5225
660,1373.9204
612,689.4597
529,1443.0638
114,830.2468
492,2420.8386
226,1154.1437
695,392.87204
751,566.5404
644,514.1039
1185,840.97455
917,2124.0605
527,908.85284
854,660.9171
182,1622.1166
346,934.88367
90,404.6069
468,1051.7333
1147,579.1402
1061,1338.511
1156,1112.6691
496,717.1945
312,2421.3481
822,1014.7007
337,1877.202
835,1207.612
255,942.3253
364,2106.5603
944,2108.5732
1266,703.9354
505,473.00165
350,606.20636
800,779.8984
567,1181.3853
1242,2143.7563
905,1094.1681
587,1231.7063
922,876.26654
259,1344.8741
1248,1006.042
641,194.25203
128,521.43414
215,2530.912
756,463.85712
1054,875.7123
651,1117.8168
86,1936.2002
1037,1300.1665
1299,1108.0239
1109,2567.742
679,654.33093
1099,1451.7455
6,1577.8693
1163,1169.1884
516,1918.1471
1115,1222.619
977,1840.023
910,1127.6467
962,277.8991
264,1088.0906
83,1222.3652
1295,1030.8494
158,1179.4963
487,767.19794
765,643.8991
445,606.85297
617,1775.4849
727,993.6199
108,2079.7676
918,1657.9167
991,1010.00824
81,1596.6311
122,630.3356
383,579.1402
951,1061.5902
75,1338.2932
421,1248.5427
145,293.17633
8,1778.0343
175,551.8192
1123,2511.7615
927,632.8081
875,2134.9978
1029,1354.3589
1265,813.018
1033,257.78427
663,286.6383
184,531.59314
896,1361.3893
688,574.84467
984,545.80853
744,1278.1997
38,647.2471
1227,1318.5194
605,1338.511
1246,1947.8661
77,2108.791
1252,553.1831
920,842.0325
805,918.08813
397,999.2401
231,928.82465
1104,747.6732
1204,1213.4476
1217,970.76855
149,1481.5039
461,746.3684
21,2252.1064
357,1781.558
780,2006.5421
343,521.45325
737,357.94614
845,944.80945
173,1247.1362
781,709.53046
1164,160.36272
819,387.78003
277,751.0106
674,1353.9464
1279,2081.4436
1255,1982.3628
1240,1027.0989
41,1363.1069
719,1251.0024
298,2053.7822
935,2175.3008
826,921.2834
278,1256.2887
477,1664.6381
542,356.87317
151,745.5273
900,392.87204
1124,973.55383
1216,245.78848
459,887.6417
584,316.26517
294,643.8991
1076,808.52594
91,1857.6862
632,1221.523
1117,388.57513
457,1089.9604
326,517.02325
925,2519.2205
398,380.07306
940,1798.0262
363,891.45685
906,766.7215
820,648.81537
1020,1171.859
556,1526.5641
384,1337.893
885,966.5955
1285,1304.7225
438,426.08908
837,1920.3822
979,1063.3267
548,598.9302
170,778.6105
62,1793.4062
309,744.14166
816,1364.4326
22,223.23338
285,2576.9248
668,612.352
417,1422.5764
685,1295.7115
1049,725.6265
440,603.1262
299,1344.8237
1188,801.6273
552,476.40167
586,494.35458
783,1128.5876
1070,778.6105
1210,1023.1207
1014,298.3052
501,1345.7776
140,1055.8762
235,429.33395
317,726.83673
861,811.2208
257,1214.0491
1200,379.12543
371,1180.1262
1112,269.79254
419,2180.2937
385,678.55414
1281,1029.1382
524,1504.0984
1015,639.10913
1236,354.88986
1036,1233.2843
